codigo_region,region,edificio_id,nombre_comuna,setpoint_c,wall_u_multiplier,window_u_multiplier,infiltration_multiplier,heating_demand_kwh,redpe_mid_m3st_per_consumer,simulated_wood_volume_stere,relative_volume_error,assigned_fuel_energy_kwh,unallocated_fuel_energy_kwh,unmet_heating_energy_kwh,storage_spill_energy_kwh,wood_mass_kg,event_count,selection_score,u_wall_1,u_window,n_air_infiltration,thermal_zone,model_persons,model_area_m2
12,Magallanes,2577343,Natales,22.0,2.0,2.5,1.0,29910.330634388516,23.345,18.891428571428573,-0.19077196095829624,35264.0,8316.0,12286.774053736874,0.0,8463.36,2204,0.2471591755234035,1.165,10.084739643848547,0.8,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,2.5,1.5,32696.88189521731,23.345,19.877142857142854,-0.14854817489214586,37104.0,6476.0,14151.103907508717,0.0,8904.96,2319,0.21349128598672465,1.165,10.084739643848547,1.2000000000000002,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,2.5,2.0,35484.076749957145,23.345,20.751428571428573,-0.11109751246825557,38736.0,4844.0,16119.905855273548,0.0,9296.640000000001,2421,0.18507596981232877,1.165,10.084739643848547,1.6,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,2.5,2.5,38271.308367347454,23.345,21.53142857142857,-0.07768564697243216,40192.0,3388.0,18176.71286406183,0.0,9646.08,2512,0.16110332877170627,1.165,10.084739643848547,2.0,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,2.5,3.0,41058.93579702709,23.345,22.217142857142857,-0.04831257840467517,41472.0,2108.0,20322.93579702709,0.0,9953.28,2592,0.1415798376842855,1.165,10.084739643848547,2.4000000000000004,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,3.0,1.0,31927.852875849832,23.345,19.66285714285714,-0.15772725881956995,36704.0,6876.0,13582.35841375091,0.0,8808.96,2294,0.22006024832737586,1.165,12.101687572618255,0.8,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,3.0,1.5,34675.82375606967,23.345,20.640000000000004,-0.11587063611051596,38528.0,5052.0,15415.966703203887,0.0,9246.720000000001,2408,0.18661853286684404,1.165,12.101687572618255,1.2000000000000002,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,3.0,2.0,37423.868372472825,23.345,21.385714285714283,-0.0839274240430806,39920.0,3660.0,17465.62425709982,0.0,9580.8,2495,0.1640817345391789,1.165,12.101687572618255,1.6,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,3.0,2.5,40172.24541503813,23.345,22.08,-0.054187192118226625,41216.0,2364.0,19564.245415038135,0.0,9891.84,2576,0.14397262311886055,1.165,12.101687572618255,2.0,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.0,3.0,3.0,42920.88772665109,23.345,22.56857142857143,-0.03325888076369962,42128.0,1452.0,21861.869508076168,0.0,10110.720000000001,2633,0.13358870870347092,1.165,12.101687572618255,2.4000000000000004,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,1.0,1.0,25308.38225378307,23.345,16.84285714285714,-0.27852400330447025,31440.0,12140.0,9592.874164270968,0.0,7545.6,1965,0.32254820782154675,1.45625,4.033895857539418,0.8,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,1.0,1.5,28150.822462789405,23.345,18.017142857142858,-0.22822262338218638,33632.0,9948.0,11337.693349863222,0.0,8071.679999999999,2102,0.28025425876476195,1.45625,4.033895857539418,1.2000000000000002,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,1.0,2.0,30994.164464011865,23.345,19.097142857142856,-0.18196004038796929,35648.0,7932.0,13171.39522763591,0.0,8555.52,2228,0.2424070125203048,1.45625,4.033895857539418,1.6,I,3,76.0
